cpuUsage,memoryUsage,userName,poolName,dayOfTheWeek,hourOfTheDay
2689,1012,Frodo,IndiaMarketing,Friday,14
1243,1222,Balrog,APACPreSales,Monday,12
686,1154,Gandalf,IndiaMarketing,Thursday,18
1982,1792,Frodo,APACPreSales,Tuesday,18
2706,877,Samwise,IndiaMarketing,Wednesday,20
1793,1493,Saruman,APACPreSales,Monday,13
1561,1073,Bilbo,IndiaMarketing,Monday,8
2653,1601,Thorin,APACPreSales,Friday,4
2320,1451,Balin,IndiaMarketing,Monday,19
1361,1375,Balrog,APACPreSales,Thursday,16
1064,1098,Gandalf,IndiaMarketing,Tuesday,18
784,978,Frodo,APACPreSales,Wednesday,0
655,787,Balrog,IndiaMarketing,Monday,15
2540,1236,Gandalf,APACPreSales,Monday,15
1802,779,Frodo,IndiaMarketing,Friday,9
2113,1328,Samwise,APACPreSales,Monday,4
1379,2040,Saruman,IndiaMarketing,Thursday,3
1274,1974,Bilbo,APACPreSales,Tuesday,18
2370,1820,Thorin,IndiaMarketing,Wednesday,6
1651,1395,Balin,APACPreSales,Monday,5
2749,1256,Balrog,IndiaMarketing,Monday,4
2557,1942,Gandalf,APACPreSales,Friday,15
2584,1805,Frodo,IndiaMarketing,Monday,9
333,1474,Balrog,APACPreSales,Thursday,2
2024,1477,Gandalf,IndiaMarketing,Tuesday,19
1349,1813,Frodo,APACPreSales,Wednesday,14
1276,1789,Samwise,IndiaMarketing,Monday,15
1029,751,Saruman,APACPreSales,Monday,14
706,1531,Bilbo,IndiaMarketing,Friday,11
2592,1720,Thorin,APACPreSales,Monday,8
2703,704,Balin,IndiaMarketing,Thursday,21
466,1449,Balrog,APACPreSales,Tuesday,13
1850,1312,Gandalf,IndiaMarketing,Wednesday,23
585,1256,Frodo,APACPreSales,Monday,3
1583,846,Balrog,IndiaMarketing,Monday,6
654,1026,Gandalf,APACPreSales,Friday,13
490,561,Frodo,IndiaMarketing,Monday,23
2197,1933,Samwise,APACPreSales,Thursday,12
1063,825,Saruman,IndiaMarketing,Tuesday,16
2549,1790,Bilbo,APACPreSales,Wednesday,0
493,1215,Thorin,IndiaMarketing,Monday,7
444,567,Balin,APACPreSales,Monday,10
1725,1563,Balrog,IndiaMarketing,Friday,20
1668,799,Gandalf,APACPreSales,Monday,14
2619,1718,Frodo,IndiaMarketing,Thursday,2
1897,1113,Balrog,APACPreSales,Tuesday,14
254,1525,Gandalf,IndiaMarketing,Wednesday,23
1892,1706,Frodo,APACPreSales,Monday,21
886,1398,Samwise,IndiaMarketing,Monday,18
1932,1915,Saruman,APACPreSales,Friday,21
2955,1201,Bilbo,IndiaMarketing,Monday,3
511,786,Thorin,APACPreSales,Thursday,10
868,1364,Balin,IndiaMarketing,Tuesday,3
2404,783,Balrog,APACPreSales,Wednesday,17
2006,1544,Gandalf,IndiaMarketing,Monday,17
1360,1072,Frodo,APACPreSales,Monday,1
651,1108,Balrog,IndiaMarketing,Friday,17
470,1018,Gandalf,APACPreSales,Monday,16
2971,1453,Frodo,IndiaMarketing,Thursday,6
633,1312,Samwise,APACPreSales,Tuesday,21
1536,1319,Saruman,IndiaMarketing,Wednesday,10
1549,1932,Bilbo,APACPreSales,Monday,7
1963,1834,Thorin,IndiaMarketing,Monday,7
2207,1835,Balin,APACPreSales,Friday,22
1279,997,Balrog,IndiaMarketing,Monday,3
1238,1367,Gandalf,APACPreSales,Thursday,18
1703,1046,Frodo,IndiaMarketing,Tuesday,15
2137,1658,Balrog,APACPreSales,Wednesday,1
805,1088,Gandalf,IndiaMarketing,Monday,14
2238,907,Frodo,APACPreSales,Monday,1
2004,1523,Samwise,IndiaMarketing,Friday,20
1520,1399,Saruman,APACPreSales,Monday,22
413,809,Bilbo,IndiaMarketing,Thursday,4
1501,1920,Thorin,APACPreSales,Tuesday,17
1543,585,Balin,IndiaMarketing,Wednesday,5
2351,979,Balrog,APACPreSales,Monday,7
1569,591,Gandalf,IndiaMarketing,Monday,19
1309,1025,Frodo,APACPreSales,Friday,15
2518,1467,Balrog,IndiaMarketing,Monday,21
782,1079,Gandalf,APACPreSales,Thursday,6
616,1705,Frodo,IndiaMarketing,Tuesday,14
816,906,Samwise,APACPreSales,Wednesday,14
2447,1142,Saruman,IndiaMarketing,Monday,4
2316,1728,Bilbo,APACPreSales,Monday,16
393,1578,Thorin,IndiaMarketing,Friday,5
2946,891,Balin,APACPreSales,Monday,1
2771,1466,Balrog,IndiaMarketing,Thursday,5
2639,1988,Gandalf,APACPreSales,Tuesday,17
655,782,Frodo,IndiaMarketing,Wednesday,0
759,560,Balrog,APACPreSales,Monday,21
1288,1271,Gandalf,IndiaMarketing,Monday,18
1282,1031,Frodo,APACPreSales,Friday,17
1467,1341,Samwise,IndiaMarketing,Monday,1
723,1950,Saruman,APACPreSales,Thursday,15
275,1493,Bilbo,IndiaMarketing,Tuesday,9
1961,1519,Thorin,APACPreSales,Wednesday,23
2839,1356,Balin,IndiaMarketing,Monday,21
1448,1389,Balrog,APACPreSales,Monday,4
2962,1391,Gandalf,IndiaMarketing,Friday,9
318,1030,Frodo,APACPreSales,Monday,0
1242,895,Balrog,IndiaMarketing,Thursday,15
2865,1934,Gandalf,APACPreSales,Tuesday,10
1051,1038,Frodo,IndiaMarketing,Wednesday,21
1747,1920,Samwise,APACPreSales,Monday,20
2515,735,Saruman,IndiaMarketing,Monday,3
882,1818,Bilbo,APACPreSales,Friday,6
2296,1446,Thorin,IndiaMarketing,Monday,4
1144,866,Balin,APACPreSales,Thursday,17
1827,621,Balrog,IndiaMarketing,Tuesday,20
1598,606,Gandalf,APACPreSales,Wednesday,15
313,726,Frodo,IndiaMarketing,Monday,17
2525,1142,Balrog,APACPreSales,Monday,2
2360,635,Gandalf,IndiaMarketing,Friday,18
1476,1446,Frodo,APACPreSales,Monday,23
2818,856,Samwise,IndiaMarketing,Thursday,22
2532,1483,Saruman,APACPreSales,Tuesday,18
1648,646,Bilbo,IndiaMarketing,Wednesday,13
1840,720,Thorin,APACPreSales,Monday,0
999,1465,Balin,IndiaMarketing,Monday,8
452,1397,Balrog,APACPreSales,Friday,7
628,807,Gandalf,IndiaMarketing,Monday,23
2410,2008,Frodo,APACPreSales,Thursday,11
1371,988,Balrog,IndiaMarketing,Tuesday,6
651,874,Gandalf,APACPreSales,Wednesday,21
1434,946,Frodo,IndiaMarketing,Monday,19
1315,761,Samwise,APACPreSales,Monday,6
1198,946,Saruman,IndiaMarketing,Friday,12
1652,790,Bilbo,APACPreSales,Monday,19
2902,643,Thorin,IndiaMarketing,Thursday,21
2601,908,Balin,APACPreSales,Tuesday,22
457,1728,Balrog,IndiaMarketing,Wednesday,0
601,1394,Gandalf,APACPreSales,Monday,13
1744,1442,Frodo,IndiaMarketing,Monday,14
600,1376,Balrog,APACPreSales,Friday,14
960,1897,Gandalf,IndiaMarketing,Monday,4
631,1257,Frodo,APACPreSales,Thursday,20
335,1684,Samwise,IndiaMarketing,Tuesday,0
2725,1953,Saruman,APACPreSales,Wednesday,2
1745,1506,Bilbo,IndiaMarketing,Monday,9
2141,968,Thorin,APACPreSales,Monday,16
1579,970,Balin,IndiaMarketing,Friday,0
2347,1949,Balrog,APACPreSales,Monday,4
2570,761,Gandalf,IndiaMarketing,Thursday,7
2704,1178,Frodo,APACPreSales,Tuesday,18
964,1507,Balrog,IndiaMarketing,Wednesday,22
1388,1909,Gandalf,APACPreSales,Monday,6
1785,568,Frodo,IndiaMarketing,Monday,17
2146,995,Samwise,APACPreSales,Friday,20
2058,1745,Saruman,IndiaMarketing,Monday,8
2825,1120,Bilbo,APACPreSales,Thursday,8
1452,1850,Thorin,IndiaMarketing,Tuesday,14
2614,1630,Balin,APACPreSales,Wednesday,12
986,1172,Balrog,IndiaMarketing,Monday,15
861,1592,Gandalf,APACPreSales,Monday,21
2558,1513,Frodo,IndiaMarketing,Friday,15
354,978,Balrog,APACPreSales,Monday,22
2013,627,Gandalf,IndiaMarketing,Thursday,18
1095,883,Frodo,APACPreSales,Tuesday,2
2757,1843,Samwise,IndiaMarketing,Wednesday,1
1461,1773,Saruman,APACPreSales,Monday,6
2312,1178,Bilbo,IndiaMarketing,Monday,4
723,1426,Thorin,APACPreSales,Friday,15
2068,1354,Balin,IndiaMarketing,Monday,21
2869,910,Balrog,APACPreSales,Thursday,3
1566,1959,Gandalf,IndiaMarketing,Tuesday,8
1586,1119,Frodo,APACPreSales,Wednesday,1
1583,766,Balrog,IndiaMarketing,Monday,21
1583,1708,Gandalf,APACPreSales,Monday,19
2018,1815,Frodo,IndiaMarketing,Friday,6
726,1001,Samwise,APACPreSales,Monday,3
2835,608,Saruman,IndiaMarketing,Thursday,11
581,1153,Bilbo,APACPreSales,Tuesday,12
450,1789,Thorin,IndiaMarketing,Wednesday,16
600,1404,Balin,APACPreSales,Monday,16
1863,620,Balrog,IndiaMarketing,Monday,5
843,725,Gandalf,APACPreSales,Friday,14
954,2005,Frodo,IndiaMarketing,Monday,22
566,1654,Balrog,APACPreSales,Thursday,23
293,811,Gandalf,IndiaMarketing,Tuesday,22
1685,1570,Frodo,APACPreSales,Wednesday,2
327,1852,Samwise,IndiaMarketing,Monday,20
1673,739,Saruman,APACPreSales,Monday,5
2473,1386,Bilbo,IndiaMarketing,Friday,1
2765,1344,Thorin,APACPreSales,Monday,16
2283,867,Balin,IndiaMarketing,Thursday,8
677,544,Balrog,APACPreSales,Tuesday,0
2861,1081,Gandalf,IndiaMarketing,Wednesday,0
1268,1761,Frodo,APACPreSales,Monday,4
1448,1210,Balrog,IndiaMarketing,Monday,4
2463,724,Gandalf,APACPreSales,Friday,5
2231,1098,Frodo,IndiaMarketing,Monday,14
1401,1103,Samwise,APACPreSales,Thursday,13
2536,1042,Saruman,IndiaMarketing,Tuesday,13
2183,1847,Bilbo,APACPreSales,Wednesday,16
585,1031,Thorin,IndiaMarketing,Monday,15
2650,1090,Balin,APACPreSales,Monday,23
774,1697,Balrog,IndiaMarketing,Friday,3
1202,605,Gandalf,APACPreSales,Monday,23
2870,1395,Frodo,IndiaMarketing,Thursday,7
847,1664,Balrog,APACPreSales,Tuesday,17
1122,889,Gandalf,IndiaMarketing,Wednesday,15
2186,1352,Frodo,APACPreSales,Monday,11
846,1926,Samwise,IndiaMarketing,Monday,18
1838,1895,Saruman,APACPreSales,Friday,13
2277,810,Bilbo,IndiaMarketing,Monday,21
2285,1637,Thorin,APACPreSales,Thursday,4
1332,634,Balin,IndiaMarketing,Tuesday,23
1458,549,Balrog,APACPreSales,Wednesday,6
637,1539,Gandalf,IndiaMarketing,Monday,6
1038,1222,Frodo,APACPreSales,Monday,1
2001,871,Balrog,IndiaMarketing,Friday,21
688,927,Gandalf,APACPreSales,Monday,7
532,1862,Frodo,IndiaMarketing,Thursday,8
1143,923,Samwise,APACPreSales,Tuesday,17
1495,555,Saruman,IndiaMarketing,Wednesday,15
1733,1057,Bilbo,APACPreSales,Monday,23
967,1291,Thorin,IndiaMarketing,Monday,12
763,1277,Balin,APACPreSales,Friday,2
1817,1704,Balrog,IndiaMarketing,Monday,21
2992,1388,Gandalf,APACPreSales,Thursday,6
1197,794,Frodo,IndiaMarketing,Tuesday,5
2552,1762,Balrog,APACPreSales,Wednesday,19
496,643,Gandalf,IndiaMarketing,Monday,16
1899,867,Frodo,APACPreSales,Monday,8
1900,1961,Samwise,IndiaMarketing,Friday,14
1676,1541,Saruman,APACPreSales,Monday,13
2715,1801,Bilbo,IndiaMarketing,Thursday,14
1080,1957,Thorin,APACPreSales,Tuesday,10
1757,1079,Balin,IndiaMarketing,Wednesday,22
2233,524,Balrog,APACPreSales,Monday,5
523,1362,Gandalf,IndiaMarketing,Monday,23
2684,1393,Frodo,APACPreSales,Friday,9
1399,1062,Balrog,IndiaMarketing,Monday,14
1868,793,Gandalf,APACPreSales,Thursday,21
2800,779,Frodo,IndiaMarketing,Tuesday,1
2360,1022,Samwise,APACPreSales,Wednesday,13
987,1952,Saruman,IndiaMarketing,Monday,2
2615,1831,Bilbo,APACPreSales,Monday,1
1570,1399,Thorin,IndiaMarketing,Friday,12
2994,1878,Balin,APACPreSales,Monday,16
622,1243,Balrog,IndiaMarketing,Thursday,14
409,1537,Gandalf,APACPreSales,Tuesday,17
1638,590,Frodo,IndiaMarketing,Wednesday,1
2787,658,Balrog,APACPreSales,Monday,1
2445,753,Gandalf,IndiaMarketing,Monday,15
649,1027,Frodo,APACPreSales,Friday,10
1641,619,Samwise,IndiaMarketing,Monday,3
2043,1140,Saruman,APACPreSales,Thursday,2
1280,1123,Bilbo,IndiaMarketing,Tuesday,10
2160,1629,Thorin,APACPreSales,Wednesday,22
2815,1001,Balin,IndiaMarketing,Monday,16
1496,882,Balrog,APACPreSales,Monday,10
1359,1264,Gandalf,IndiaMarketing,Friday,1
879,1192,Frodo,APACPreSales,Monday,1
462,1046,Balrog,IndiaMarketing,Thursday,15
2417,684,Gandalf,APACPreSales,Tuesday,0
2188,813,Frodo,IndiaMarketing,Wednesday,4
2197,581,Samwise,APACPreSales,Monday,14
2762,1476,Saruman,IndiaMarketing,Monday,19
1678,1103,Bilbo,APACPreSales,Friday,2
2350,2032,Thorin,IndiaMarketing,Monday,20
1364,818,Balin,APACPreSales,Thursday,12
1280,723,Balrog,IndiaMarketing,Tuesday,4
2576,872,Gandalf,APACPreSales,Wednesday,3
1932,1289,Frodo,IndiaMarketing,Monday,12
2899,2044,Balrog,APACPreSales,Monday,12
2246,1957,Gandalf,IndiaMarketing,Friday,20
1865,1071,Frodo,APACPreSales,Monday,0
2384,596,Samwise,IndiaMarketing,Thursday,13
314,1254,Saruman,APACPreSales,Tuesday,12
1584,1818,Bilbo,IndiaMarketing,Wednesday,5
2328,1394,Thorin,APACPreSales,Monday,8
2174,902,Balin,IndiaMarketing,Monday,1
661,1432,Balrog,APACPreSales,Friday,4
2014,738,Gandalf,IndiaMarketing,Monday,15
1027,1145,Frodo,APACPreSales,Thursday,0
2439,1140,Balrog,IndiaMarketing,Tuesday,22
2076,1550,Gandalf,APACPreSales,Wednesday,11
1585,1326,Frodo,IndiaMarketing,Monday,5
1678,1326,Samwise,APACPreSales,Monday,1
2065,1056,Saruman,IndiaMarketing,Friday,19
912,666,Bilbo,APACPreSales,Monday,3
557,1872,Thorin,IndiaMarketing,Thursday,0
790,1084,Balin,APACPreSales,Tuesday,18
1848,1805,Balrog,IndiaMarketing,Wednesday,18
1454,1915,Gandalf,APACPreSales,Monday,11
1144,670,Frodo,IndiaMarketing,Monday,13
621,1431,Balrog,APACPreSales,Friday,5
1781,897,Gandalf,IndiaMarketing,Monday,18
2537,1072,Frodo,APACPreSales,Thursday,9
2594,656,Samwise,IndiaMarketing,Tuesday,7
2967,774,Saruman,APACPreSales,Wednesday,19
2561,2001,Bilbo,IndiaMarketing,Monday,16
2871,906,Thorin,APACPreSales,Monday,8
396,727,Balin,IndiaMarketing,Friday,16
2997,1026,Balrog,APACPreSales,Monday,21
1904,975,Gandalf,IndiaMarketing,Thursday,17
799,1089,Frodo,APACPreSales,Tuesday,17
2221,906,Balrog,IndiaMarketing,Wednesday,10
1168,1091,Gandalf,APACPreSales,Monday,19
652,2024,Frodo,IndiaMarketing,Monday,16
1700,1203,Samwise,APACPreSales,Friday,19
1961,1592,Saruman,IndiaMarketing,Monday,7
1869,1654,Bilbo,APACPreSales,Thursday,7
2749,1724,Thorin,IndiaMarketing,Tuesday,16
898,1096,Balin,APACPreSales,Wednesday,7
1355,1044,Balrog,IndiaMarketing,Monday,19
2648,1467,Gandalf,APACPreSales,Monday,19
1922,1386,Frodo,IndiaMarketing,Friday,7
826,866,Balrog,APACPreSales,Monday,7
1601,1588,Gandalf,IndiaMarketing,Thursday,16
640,1982,Frodo,APACPreSales,Tuesday,6
615,1641,Samwise,IndiaMarketing,Wednesday,10
642,1253,Saruman,APACPreSales,Monday,22
1063,917,Bilbo,IndiaMarketing,Monday,9
2143,1132,Thorin,APACPreSales,Friday,3
306,1610,Balin,IndiaMarketing,Monday,21
312,1157,Balrog,APACPreSales,Thursday,1
2221,816,Gandalf,IndiaMarketing,Tuesday,10
2674,2048,Frodo,APACPreSales,Wednesday,20
1239,1669,Balrog,IndiaMarketing,Monday,16
2225,579,Gandalf,APACPreSales,Monday,20
1736,1237,Frodo,IndiaMarketing,Friday,14
2128,2025,Samwise,APACPreSales,Monday,14
2552,1027,Saruman,IndiaMarketing,Thursday,2
1469,1201,Bilbo,APACPreSales,Tuesday,19
875,754,Thorin,IndiaMarketing,Wednesday,22
824,2019,Balin,APACPreSales,Monday,8
1253,1899,Balrog,IndiaMarketing,Monday,22
2093,1095,Gandalf,APACPreSales,Friday,2
1060,625,Frodo,IndiaMarketing,Monday,21
2041,2042,Balrog,APACPreSales,Thursday,21
275,762,Gandalf,IndiaMarketing,Tuesday,14
401,860,Frodo,APACPreSales,Wednesday,20
2437,521,Samwise,IndiaMarketing,Monday,3
1805,1188,Saruman,APACPreSales,Monday,13
2500,1340,Bilbo,IndiaMarketing,Friday,19
288,1609,Thorin,APACPreSales,Monday,20
348,650,Balin,IndiaMarketing,Thursday,11
2098,1632,Balrog,APACPreSales,Tuesday,13
2198,1555,Gandalf,IndiaMarketing,Wednesday,5
720,901,Frodo,APACPreSales,Monday,21
2068,2000,Balrog,IndiaMarketing,Monday,6
1099,1063,Gandalf,APACPreSales,Friday,20
2322,1192,Frodo,IndiaMarketing,Monday,15
1225,701,Samwise,APACPreSales,Thursday,10
2577,831,Saruman,IndiaMarketing,Tuesday,10
2289,1067,Bilbo,APACPreSales,Wednesday,1
2668,792,Thorin,IndiaMarketing,Monday,7
2553,899,Balin,APACPreSales,Monday,11
559,1032,Balrog,IndiaMarketing,Friday,6
2101,706,Gandalf,APACPreSales,Monday,9
317,608,Frodo,IndiaMarketing,Thursday,5
2013,1782,Balrog,APACPreSales,Tuesday,14
2374,980,Gandalf,IndiaMarketing,Wednesday,6
700,1053,Frodo,APACPreSales,Monday,16
263,1488,Samwise,IndiaMarketing,Monday,2
2763,1033,Saruman,APACPreSales,Friday,15
2715,1704,Bilbo,IndiaMarketing,Monday,0
428,1704,Thorin,APACPreSales,Thursday,8
2942,557,Balin,IndiaMarketing,Tuesday,5
2881,969,Balrog,APACPreSales,Wednesday,14
752,1369,Gandalf,IndiaMarketing,Monday,19
1169,1811,Frodo,APACPreSales,Monday,16
2938,886,Balrog,IndiaMarketing,Friday,10
1406,1009,Gandalf,APACPreSales,Monday,18
2819,1525,Frodo,IndiaMarketing,Thursday,9
599,979,Samwise,APACPreSales,Tuesday,6
1372,1221,Saruman,IndiaMarketing,Wednesday,23
2573,1156,Bilbo,APACPreSales,Monday,14
2739,2013,Thorin,IndiaMarketing,Monday,11
914,1985,Balin,APACPreSales,Friday,22
2527,831,Balrog,IndiaMarketing,Monday,1
828,1033,Gandalf,APACPreSales,Thursday,5
2328,513,Frodo,IndiaMarketing,Tuesday,21
1960,751,Balrog,APACPreSales,Wednesday,22
2744,1006,Gandalf,IndiaMarketing,Monday,16
1902,1054,Frodo,APACPreSales,Monday,1
1008,628,Samwise,IndiaMarketing,Friday,23
1838,1447,Saruman,APACPreSales,Monday,5
1397,1586,Bilbo,IndiaMarketing,Thursday,15
1159,1904,Thorin,APACPreSales,Tuesday,1
470,581,Balin,IndiaMarketing,Wednesday,12
1157,814,Balrog,APACPreSales,Monday,20
766,1826,Gandalf,IndiaMarketing,Monday,22
931,1487,Frodo,APACPreSales,Friday,12
1743,638,Balrog,IndiaMarketing,Monday,11
1568,1327,Gandalf,APACPreSales,Thursday,1
1010,736,Frodo,IndiaMarketing,Tuesday,18
1390,1235,Samwise,APACPreSales,Wednesday,12
2221,917,Saruman,IndiaMarketing,Monday,20
630,1771,Bilbo,APACPreSales,Monday,11
1267,1689,Thorin,IndiaMarketing,Friday,7
1969,1628,Balin,APACPreSales,Monday,4
288,1156,Balrog,IndiaMarketing,Thursday,19
1278,974,Gandalf,APACPreSales,Tuesday,12
518,813,Frodo,IndiaMarketing,Wednesday,5
2527,1740,Balrog,APACPreSales,Monday,21
1313,1997,Gandalf,IndiaMarketing,Monday,5
1796,569,Frodo,APACPreSales,Friday,19
439,647,Samwise,IndiaMarketing,Monday,17
1662,1801,Saruman,APACPreSales,Thursday,7
2501,516,Bilbo,IndiaMarketing,Tuesday,4
2337,961,Thorin,APACPreSales,Wednesday,22
1855,1024,Balin,IndiaMarketing,Monday,21
2743,1756,Balrog,APACPreSales,Monday,16
2996,515,Gandalf,IndiaMarketing,Friday,18
1917,1142,Frodo,APACPreSales,Monday,0
478,1166,Balrog,IndiaMarketing,Thursday,5
791,850,Gandalf,APACPreSales,Tuesday,23
857,1247,Frodo,IndiaMarketing,Wednesday,10
2730,1767,Samwise,APACPreSales,Monday,6
2657,1956,Saruman,IndiaMarketing,Monday,13
2956,739,Bilbo,APACPreSales,Friday,22
1924,1101,Thorin,IndiaMarketing,Monday,15
1262,965,Balin,APACPreSales,Thursday,16
1053,813,Balrog,IndiaMarketing,Tuesday,17
2886,541,Gandalf,APACPreSales,Wednesday,18
1580,1970,Frodo,IndiaMarketing,Monday,6
1975,1163,Balrog,APACPreSales,Monday,13
2640,1320,Gandalf,IndiaMarketing,Friday,12
1332,600,Frodo,APACPreSales,Monday,11
1478,752,Samwise,IndiaMarketing,Thursday,16
2164,667,Saruman,APACPreSales,Tuesday,5
1030,1851,Bilbo,IndiaMarketing,Wednesday,6
380,1915,Thorin,APACPreSales,Monday,23
2842,1060,Balin,IndiaMarketing,Monday,12
2289,832,Balrog,APACPreSales,Friday,10
1771,1054,Gandalf,IndiaMarketing,Monday,0
2613,517,Frodo,APACPreSales,Thursday,1
1748,1327,Balrog,IndiaMarketing,Tuesday,21
2006,1723,Gandalf,APACPreSales,Wednesday,10
669,1167,Frodo,IndiaMarketing,Monday,7
328,1612,Samwise,APACPreSales,Monday,16
2016,1260,Saruman,IndiaMarketing,Friday,19
2345,1888,Bilbo,APACPreSales,Monday,23
2984,1264,Thorin,IndiaMarketing,Thursday,9
1054,1471,Balin,APACPreSales,Tuesday,1
1754,979,Balrog,IndiaMarketing,Wednesday,5
2079,1285,Gandalf,APACPreSales,Monday,15
2894,1900,Frodo,IndiaMarketing,Monday,8
2533,547,Balrog,APACPreSales,Friday,21
1965,1900,Gandalf,IndiaMarketing,Monday,19
748,1897,Frodo,APACPreSales,Thursday,10
1548,1547,Samwise,IndiaMarketing,Tuesday,6
523,1023,Saruman,APACPreSales,Wednesday,0
2382,1534,Bilbo,IndiaMarketing,Monday,19
2762,1930,Thorin,APACPreSales,Monday,11
2160,1773,Balin,IndiaMarketing,Friday,20
1002,1671,Balrog,APACPreSales,Monday,21
1864,1368,Gandalf,IndiaMarketing,Thursday,10
710,1474,Frodo,APACPreSales,Tuesday,13
715,1340,Balrog,IndiaMarketing,Wednesday,3
423,537,Gandalf,APACPreSales,Monday,4
2871,1941,Frodo,IndiaMarketing,Monday,21
1933,587,Samwise,APACPreSales,Friday,8
1267,742,Saruman,IndiaMarketing,Monday,0
1229,740,Bilbo,APACPreSales,Thursday,8
1404,1446,Thorin,IndiaMarketing,Tuesday,1
2767,976,Balin,APACPreSales,Wednesday,15
1274,1427,Balrog,IndiaMarketing,Monday,0
1526,783,Gandalf,APACPreSales,Monday,5
2510,875,Frodo,IndiaMarketing,Friday,2
2504,1776,Balrog,APACPreSales,Monday,21
1999,1243,Gandalf,IndiaMarketing,Thursday,15
2064,1708,Frodo,APACPreSales,Tuesday,20
2074,1303,Samwise,IndiaMarketing,Wednesday,1
2184,979,Saruman,APACPreSales,Monday,21
2276,1084,Bilbo,IndiaMarketing,Monday,11
1580,1540,Thorin,APACPreSales,Friday,10
2637,852,Balin,IndiaMarketing,Monday,9
2024,1100,Balrog,APACPreSales,Thursday,22
1133,1076,Gandalf,IndiaMarketing,Tuesday,14
1405,1725,Frodo,APACPreSales,Wednesday,21
2689,1555,Balrog,IndiaMarketing,Monday,12
921,1087,Gandalf,APACPreSales,Monday,1
2362,982,Frodo,IndiaMarketing,Friday,19
1257,581,Samwise,APACPreSales,Monday,2
609,2034,Saruman,IndiaMarketing,Thursday,13
381,1076,Bilbo,APACPreSales,Tuesday,6
1788,1639,Thorin,IndiaMarketing,Wednesday,0
2172,1358,Balin,APACPreSales,Monday,7
1882,1579,Balrog,IndiaMarketing,Monday,13
1829,1510,Gandalf,APACPreSales,Friday,17
1575,742,Frodo,IndiaMarketing,Monday,9
1540,1781,Balrog,APACPreSales,Thursday,11
906,572,Gandalf,IndiaMarketing,Tuesday,3
1365,1242,Frodo,APACPreSales,Wednesday,8
2246,2010,Samwise,IndiaMarketing,Monday,22
1131,549,Saruman,APACPreSales,Monday,14
2716,1557,Bilbo,IndiaMarketing,Friday,23
1680,1268,Thorin,APACPreSales,Monday,11
1806,1766,Balin,IndiaMarketing,Thursday,14
705,1430,Balrog,APACPreSales,Tuesday,19
2519,607,Gandalf,IndiaMarketing,Wednesday,7
1652,1002,Frodo,APACPreSales,Monday,11
1840,910,Balrog,IndiaMarketing,Monday,14
568,1555,Gandalf,APACPreSales,Friday,14
2017,1351,Frodo,IndiaMarketing,Monday,8
2707,517,Samwise,APACPreSales,Thursday,21
2143,817,Saruman,IndiaMarketing,Tuesday,6
2161,1035,Bilbo,APACPreSales,Wednesday,23
1341,1742,Thorin,IndiaMarketing,Monday,17
1989,816,Balin,APACPreSales,Monday,6
2721,1696,Balrog,IndiaMarketing,Friday,12
2046,927,Gandalf,APACPreSales,Monday,3
328,535,Frodo,IndiaMarketing,Thursday,3
458,1733,Balrog,APACPreSales,Tuesday,8
2813,546,Gandalf,IndiaMarketing,Wednesday,12
2029,1820,Frodo,APACPreSales,Monday,21
2474,614,Samwise,IndiaMarketing,Monday,18
1971,1543,Saruman,APACPreSales,Friday,14
698,1313,Bilbo,IndiaMarketing,Monday,18
2685,1686,Thorin,APACPreSales,Thursday,19
1611,1608,Balin,IndiaMarketing,Tuesday,21
307,910,Balrog,APACPreSales,Wednesday,18
2892,746,Gandalf,IndiaMarketing,Monday,14
1517,2009,Frodo,APACPreSales,Monday,20
1132,1847,Balrog,IndiaMarketing,Friday,14
1110,1163,Gandalf,APACPreSales,Monday,15
1733,794,Frodo,IndiaMarketing,Thursday,21
2860,1142,Samwise,APACPreSales,Tuesday,12
1049,843,Saruman,IndiaMarketing,Wednesday,21
399,1523,Bilbo,APACPreSales,Monday,4
2556,1517,Thorin,IndiaMarketing,Monday,13
823,1227,Balin,APACPreSales,Friday,8
1391,1859,Balrog,IndiaMarketing,Monday,12
1207,620,Gandalf,APACPreSales,Thursday,3
1765,1116,Frodo,IndiaMarketing,Tuesday,2
2575,766,Balrog,APACPreSales,Wednesday,4
1260,880,Gandalf,IndiaMarketing,Monday,7
2885,1306,Frodo,APACPreSales,Monday,13
2335,1228,Samwise,IndiaMarketing,Friday,15
2267,745,Saruman,APACPreSales,Monday,20
562,652,Bilbo,IndiaMarketing,Thursday,4
2041,823,Thorin,APACPreSales,Tuesday,8
2752,533,Balin,IndiaMarketing,Wednesday,3
1346,1189,Balrog,APACPreSales,Monday,15
2205,863,Gandalf,IndiaMarketing,Monday,20
602,1949,Frodo,APACPreSales,Friday,17
878,932,Balrog,IndiaMarketing,Monday,2
2444,1464,Gandalf,APACPreSales,Thursday,5
2166,1526,Frodo,IndiaMarketing,Tuesday,16
1245,1368,Samwise,APACPreSales,Wednesday,0
1065,770,Saruman,IndiaMarketing,Monday,4
279,726,Bilbo,APACPreSales,Monday,0
435,1895,Thorin,IndiaMarketing,Friday,1
2223,2045,Balin,APACPreSales,Monday,15
1641,1416,Balrog,IndiaMarketing,Thursday,9
2378,690,Gandalf,APACPreSales,Tuesday,21
995,1517,Frodo,IndiaMarketing,Wednesday,22
